dir,regime,with_trend,net,adr,hold,wide,mae_pts,eod_move,fill_hour,Date,yr,gap,vix_prev
S,NEUTRAL,False,332.5,30.88,50,9.25,4.5,7.0,11,2020-12-03,2020,0.072,21.17
S,BEAR,True,-480.0,30.88,11,9.25,11.5,0.0,13,2020-12-03,2020,0.072,21.17
S,BULL,False,-455.0,29.5,60,8.75,8.75,0.0,10,2020-12-04,2020,0.05,21.28
L,NEUTRAL,False,-455.0,28.8,21,8.75,16.25,-3.75,10,2020-12-07,2020,0.017,20.79
S,NEUTRAL,False,120.0,28.8,45,8.75,0.5,2.75,11,2020-12-07,2020,0.017,20.79
S,BULL,False,-417.5,26.8,7,8.0,21.0,-14.25,09,2020-12-08,2020,0.282,21.3
L,BEAR,False,-392.5,25.4,8,7.5,42.75,-33.0,09,2020-12-09,2020,0.165,20.68
L,NEUTRAL,False,-455.0,28.82,42,8.75,13.0,-7.25,09,2020-12-10,2020,0.35,22.27
L,BULL,True,-455.0,28.82,4,8.75,15.5,-9.75,10,2020-12-10,2020,0.35,22.27
S,BULL,False,345.0,28.82,42,8.75,4.5,7.25,11,2020-12-10,2020,0.35,22.27
S,BEAR,True,-455.0,28.82,9,8.75,11.25,0.5,13,2020-12-10,2020,0.35,22.27
S,NEUTRAL,False,-480.0,30.52,40,9.25,15.0,-10.75,10,2020-12-11,2020,0.323,22.52
S,BEAR,True,-480.0,30.52,18,9.25,23.25,-19.0,11,2020-12-11,2020,0.323,22.52
L,BULL,True,257.5,30.52,23,9.25,1.25,5.5,13,2020-12-11,2020,0.323,22.52
S,BULL,False,2245.0,32.2,70,9.75,3.0,45.25,09,2020-12-14,2020,0.167,23.31
S,BEAR,True,970.0,32.2,27,9.75,1.5,19.75,12,2020-12-14,2020,0.167,23.31
S,BEAR,True,-517.5,33.58,15,10.0,27.75,-24.25,10,2020-12-15,2020,0.537,24.72
L,BULL,True,182.5,33.58,32,10.0,2.75,4.0,12,2020-12-15,2020,0.537,24.72
L,BULL,True,-30.0,33.58,16,10.0,7.0,-0.25,13,2020-12-15,2020,0.537,24.72
L,BULL,True,157.5,34.48,41,10.25,7.75,3.5,11,2020-12-16,2020,0.133,22.89
L,NEUTRAL,False,157.5,33.75,57,10.0,6.5,3.5,10,2020-12-17,2020,0.382,22.5
S,BEAR,True,-505.0,32.58,11,9.75,21.75,-21.0,10,2020-12-18,2020,0.088,21.93
S,BEAR,True,-505.0,32.58,13,9.75,24.5,-23.75,13,2020-12-18,2020,0.088,21.93
S,BEAR,True,-530.0,33.92,28,10.25,39.25,-29.25,09,2020-12-21,2020,1.23,21.57
S,BEAR,True,-530.0,33.92,3,10.25,60.25,-50.25,09,2020-12-21,2020,1.23,21.57
L,NEUTRAL,False,-605.0,38.92,15,11.75,15.75,-5.25,09,2020-12-22,2020,0.078,25.16
L,BEAR,False,-605.0,38.92,9,11.75,15.75,-5.25,09,2020-12-22,2020,0.078,25.16
S,BULL,False,-180.0,35.73,24,10.75,6.5,-3.25,10,2020-12-24,2020,0.183,23.31
L,BEAR,False,-505.0,32.2,21,9.75,15.25,-5.25,09,2020-12-29,2020,0.324,21.7
S,BEAR,True,-117.5,32.2,28,9.75,3.5,-2.0,12,2020-12-29,2020,0.324,21.7
S,BULL,False,470.0,29.98,59,9.0,0.75,9.75,10,2020-12-30,2020,0.104,23.08
L,NEUTRAL,False,1157.5,27.9,61,8.25,5.5,23.5,10,2020-12-31,2020,0.017,22.77
L,BEAR,False,-455.0,29.1,1,8.75,71.75,-33.0,09,2021-01-04,2021,0.246,22.75
S,BULL,False,-592.5,38.35,47,11.5,22.5,-8.25,09,2021-01-05,2021,0.127,26.97
S,BULL,False,932.5,38.7,56,11.5,10.5,19.0,10,2021-01-06,2021,0.303,25.34
S,BULL,False,-105.0,39.67,66,12.0,8.5,-1.75,09,2021-01-07,2021,0.449,25.07
S,NEUTRAL,False,-180.0,39.67,27,12.0,10.0,-3.25,12,2021-01-07,2021,0.449,25.07
S,BULL,False,320.0,43.48,66,13.0,8.5,6.75,09,2021-01-11,2021,0.866,21.56
L,BULL,True,-667.5,43.48,6,13.0,22.0,-12.25,12,2021-01-11,2021,0.866,21.56
S,NEUTRAL,False,-42.5,43.48,24,13.0,6.25,-0.5,13,2021-01-11,2021,0.866,21.56
S,NEUTRAL,False,-67.5,43.48,16,13.0,6.75,-1.0,13,2021-01-11,2021,0.866,21.56
L,BULL,True,-692.5,44.8,5,13.5,28.25,-3.0,10,2021-01-12,2021,0.049,24.08
S,BEAR,True,-692.5,44.8,29,13.5,13.75,-7.5,12,2021-01-12,2021,0.049,24.08
L,NEUTRAL,False,245.0,46.7,52,14.0,5.0,5.25,10,2021-01-13,2021,0.043,23.33
L,NEUTRAL,False,-317.5,46.7,18,14.0,11.0,-6.0,13,2021-01-13,2021,0.043,23.33
L,NEUTRAL,False,-717.5,46.6,51,14.0,25.25,-19.25,09,2021-01-14,2021,0.097,22.21
S,BEAR,True,807.5,46.6,48,14.0,4.0,16.5,11,2021-01-14,2021,0.097,22.21
L,NEUTRAL,False,-717.5,46.6,23,14.0,22.5,-16.5,12,2021-01-14,2021,0.097,22.21
L,BEAR,False,32.5,48.02,69,14.5,4.0,1.0,09,2021-01-15,2021,0.45,23.25
L,NEUTRAL,False,332.5,38.52,73,11.5,9.75,7.0,09,2021-01-19,2021,0.43,24.34
S,BEAR,True,-592.5,38.52,13,11.5,14.25,-6.25,11,2021-01-19,2021,0.43,24.34
L,BULL,True,620.0,36.52,67,11.0,5.5,12.75,09,2021-01-20,2021,0.575,23.24
S,BULL,False,-567.5,36.52,15,11.0,18.75,-10.75,10,2021-01-20,2021,0.575,23.24
S,BEAR,True,-505.0,32.75,20,9.75,11.5,-3.0,11,2021-01-21,2021,0.102,21.58
S,BULL,False,-480.0,30.45,51,9.25,11.25,0.25,10,2021-01-22,2021,0.407,21.32
S,BULL,False,70.0,27.9,69,8.25,1.75,1.75,09,2021-01-25,2021,0.161,21.91
S,BULL,False,-430.0,27.9,13,8.25,23.0,-19.5,11,2021-01-25,2021,0.161,21.91
L,BEAR,False,-492.5,31.3,11,9.5,11.0,0.0,09,2021-01-26,2021,0.219,23.19
L,BULL,True,-467.5,30.0,2,9.0,87.5,-78.0,10,2021-01-27,2021,0.963,23.02
S,BULL,False,3670.0,30.0,33,9.0,1.5,73.75,12,2021-01-27,2021,0.963,23.02
S,BULL,False,-567.5,36.95,0,11.0,44.0,-1.5,09,2021-01-28,2021,1.129,37.21
L,BULL,True,-617.5,40.08,11,12.0,71.5,-56.0,09,2021-01-29,2021,0.456,30.21
S,NEUTRAL,False,2407.5,40.08,61,12.0,1.75,48.5,10,2021-01-29,2021,0.456,30.21
S,BEAR,True,1445.0,40.08,49,12.0,5.0,29.25,11,2021-01-29,2021,0.456,30.21
S,BEAR,True,-617.5,40.08,3,12.0,38.25,-4.25,12,2021-01-29,2021,0.456,30.21
S,NEUTRAL,False,-617.5,40.08,4,12.0,29.75,4.25,13,2021-01-29,2021,0.456,30.21
S,BULL,False,-692.5,44.65,9,13.5,41.5,-21.5,09,2021-02-01,2021,0.879,33.09
S,BULL,False,-780.0,50.95,30,15.25,19.25,-11.0,10,2021-02-03,2021,0.027,25.56
L,BULL,True,945.0,50.05,52,15.0,1.75,19.25,10,2021-02-04,2021,0.011,22.91
L,BULL,True,620.0,50.05,16,15.0,2.25,12.75,13,2021-02-04,2021,0.011,22.91
L,BULL,True,45.0,52.12,30,15.75,7.75,1.25,12,2021-02-05,2021,0.378,21.77
L,BEAR,False,532.5,51.83,68,15.5,11.0,11.0,09,2021-02-08,2021,0.25,20.87
S,NEUTRAL,False,-317.5,47.75,73,14.25,8.75,-6.0,09,2021-02-09,2021,0.195,21.24
L,BEAR,False,-730.0,47.25,1,14.25,19.75,10.75,09,2021-02-10,2021,0.317,21.63
L,BULL,True,432.5,47.25,29,14.25,2.25,9.0,12,2021-02-10,2021,0.317,21.63
L,NEUTRAL,False,-642.5,42.0,22,12.5,26.75,-2.25,09,2021-02-11,2021,0.153,21.99
L,NEUTRAL,False,1282.5,39.5,71,11.75,4.75,26.0,09,2021-02-12,2021,0.153,21.25
L,NEUTRAL,False,882.5,39.5,46,11.75,8.25,18.0,11,2021-02-12,2021,0.153,21.25
L,BEAR,False,-455.0,28.95,1,8.75,18.25,-11.5,09,2021-02-16,2021,0.157,19.97
L,NEUTRAL,False,-430.0,27.9,1,8.25,20.25,7.75,09,2021-02-17,2021,0.379,21.46
L,BULL,True,-17.5,28.02,21,8.5,2.75,0.0,13,2021-02-18,2021,0.574,21.5
L,NEUTRAL,False,-442.5,28.02,23,8.5,24.5,-22.75,09,2021-02-19,2021,0.291,22.49
S,NEUTRAL,False,-442.5,28.02,9,8.5,8.5,5.75,13,2021-02-19,2021,0.291,22.49
L,NEUTRAL,False,-155.0,29.1,64,8.75,6.0,-2.75,09,2021-02-22,2021,0.535,22.05
L,BULL,True,2107.5,29.75,71,9.0,5.0,42.5,09,2021-02-23,2021,0.553,23.45
S,BEAR,True,-467.5,29.75,4,9.0,58.25,-41.25,11,2021-02-23,2021,0.553,23.45
L,BULL,True,395.0,36.77,20,11.0,5.25,8.25,13,2021-02-24,2021,0.197,23.11
S,BEAR,True,3120.0,39.2,59,11.75,5.25,62.75,10,2021-02-25,2021,0.405,21.34
L,BEAR,False,-605.0,39.2,25,11.75,26.75,-5.5,12,2021-02-25,2021,0.405,21.34
L,BEAR,False,-717.5,46.75,2,14.0,30.75,-13.5,09,2021-02-26,2021,0.322,28.89
L,NEUTRAL,False,-717.5,46.75,7,14.0,47.75,-35.5,12,2021-02-26,2021,0.322,28.89
S,BULL,False,-780.0,50.7,42,15.25,27.25,-14.75,09,2021-03-01,2021,1.222,27.95
L,BEAR,False,-280.0,55.6,62,16.75,12.5,-5.25,10,2021-03-02,2021,0.026,23.35
L,BEAR,False,-867.5,56.77,1,17.0,37.5,-36.25,09,2021-03-03,2021,0.272,24.1
L,NEUTRAL,False,-867.5,56.77,10,17.0,37.0,-35.75,12,2021-03-03,2021,0.272,24.1
L,BEAR,False,-867.5,56.77,20,17.0,24.25,-23.0,13,2021-03-03,2021,0.272,24.1
L,BULL,True,-905.0,59.12,10,17.75,106.0,-54.25,10,2021-03-04,2021,0.011,26.67
S,BEAR,True,-905.0,59.12,3,17.75,19.5,-15.25,13,2021-03-04,2021,0.011,26.67
L,NEUTRAL,False,-1030.0,67.5,6,20.25,40.25,70.25,09,2021-03-05,2021,0.745,28.57
L,BEAR,False,-1167.5,76.6,70,23.0,29.25,-16.0,09,2021-03-08,2021,0.209,24.66
L,BEAR,False,-1167.5,76.6,36,23.0,52.75,-39.5,09,2021-03-08,2021,0.209,24.66
L,BULL,True,-1167.5,76.6,7,23.0,59.75,-46.5,12,2021-03-08,2021,0.209,24.66
S,NEUTRAL,False,1182.5,76.6,22,23.0,9.75,24.0,13,2021-03-08,2021,0.209,24.66
S,BULL,False,670.0,79.92,68,24.0,17.0,13.75,09,2021-03-09,2021,0.672,25.47
L,BEAR,False,632.5,75.78,67,22.75,9.0,13.0,09,2021-03-10,2021,0.607,24.03
L,BEAR,False,420.0,75.78,38,22.75,6.0,8.75,12,2021-03-10,2021,0.607,24.03
L,BULL,True,32.5,75.78,32,22.75,10.5,1.0,12,2021-03-10,2021,0.607,24.03
S,NEUTRAL,False,-1092.5,71.85,11,21.5,28.0,-6.0,09,2021-03-11,2021,0.391,22.56
S,NEUTRAL,False,-992.5,64.65,55,19.5,28.25,-24.75,10,2021-03-12,2021,0.289,21.91
S,BEAR,True,-992.5,64.65,52,19.5,23.25,-19.75,10,2021-03-12,2021,0.289,21.91
S,NEUTRAL,False,-605.0,64.65,26,19.5,15.25,-11.75,13,2021-03-12,2021,0.289,21.91
S,BEAR,True,-930.0,60.67,48,18.25,31.75,-28.25,09,2021-03-15,2021,0.079,20.69
S,BULL,False,-930.0,60.67,25,18.25,36.25,-32.75,11,2021-03-15,2021,0.079,20.69
L,BULL,True,-917.5,60.0,45,18.0,24.25,-9.5,09,2021-03-16,2021,0.136,20.03
S,NEUTRAL,False,370.0,60.0,55,18.0,1.25,7.75,10,2021-03-16,2021,0.136,20.03
L,BULL,True,1320.0,59.0,68,17.75,13.25,26.75,09,2021-03-17,2021,0.418,19.79
L,NEUTRAL,False,1657.5,59.0,50,17.75,3.0,33.5,11,2021-03-17,2021,0.418,19.79
L,NEUTRAL,False,1607.5,59.0,34,17.75,4.0,32.5,12,2021-03-17,2021,0.418,19.79
S,BULL,False,-892.5,58.15,19,17.5,19.5,28.25,09,2021-03-18,2021,0.6,19.23
S,NEUTRAL,False,732.5,51.8,42,15.5,8.5,15.0,11,2021-03-19,2021,0.185,21.58
S,BULL,False,1045.0,51.8,26,15.5,2.25,21.25,13,2021-03-19,2021,0.185,21.58
S,NEUTRAL,False,870.0,51.8,15,15.5,5.75,17.75,13,2021-03-19,2021,0.185,21.58
L,BULL,True,357.5,44.1,61,13.25,2.75,7.5,10,2021-03-22,2021,0.169,20.95
S,BULL,False,1332.5,41.95,70,12.5,6.75,27.0,09,2021-03-23,2021,0.205,18.88
S,NEUTRAL,False,1495.0,41.95,50,12.5,2.5,30.25,11,2021-03-23,2021,0.205,18.88
S,NEUTRAL,False,-655.0,42.15,10,12.75,15.75,33.5,09,2021-03-24,2021,0.201,20.3
L,BEAR,False,-655.0,42.15,17,12.75,45.0,-40.25,10,2021-03-24,2021,0.201,20.3
L,BEAR,False,2732.5,44.27,62,13.25,6.75,55.0,10,2021-03-25,2021,0.388,21.2
S,BULL,False,-717.5,46.95,32,14.0,51.5,-47.75,09,2021-03-26,2021,0.174,19.81
L,BULL,True,-717.5,46.95,4,14.0,25.0,32.5,12,2021-03-26,2021,0.174,19.81
S,NEUTRAL,False,-717.5,46.95,11,14.0,46.75,-43.0,13,2021-03-26,2021,0.174,19.81
S,BULL,False,-717.5,46.95,7,14.0,50.25,-46.5,13,2021-03-26,2021,0.174,19.81
S,BULL,False,57.5,49.7,36,15.0,5.5,1.5,12,2021-03-29,2021,0.344,18.86
S,NEUTRAL,False,-17.5,48.92,56,14.75,8.5,0.0,10,2021-03-30,2021,0.344,20.74
S,BEAR,True,-230.0,48.92,25,14.75,12.75,-4.25,13,2021-03-30,2021,0.344,20.74
L,NEUTRAL,False,132.5,48.92,16,14.75,8.5,3.0,13,2021-03-30,2021,0.344,20.74
S,BULL,False,-742.5,48.58,30,14.5,16.0,3.75,09,2021-03-31,2021,0.152,19.61
L,NEUTRAL,False,-317.5,42.75,62,12.75,12.0,-6.0,10,2021-04-06,2021,0.133,17.91
L,NEUTRAL,False,-342.5,42.75,41,12.75,12.5,-6.5,11,2021-04-06,2021,0.133,17.91
S,NEUTRAL,False,345.0,42.75,17,12.75,0.75,7.25,13,2021-04-06,2021,0.133,17.91
S,BULL,False,-80.0,40.42,66,12.25,1.75,-1.25,09,2021-04-07,2021,0.02,18.12
S,BULL,False,-417.5,40.42,32,12.25,8.5,-8.0,12,2021-04-07,2021,0.02,18.12
L,NEUTRAL,False,720.0,37.2,62,11.25,1.0,14.75,10,2021-04-08,2021,0.189,17.16
L,NEUTRAL,False,570.0,37.2,50,11.25,0.5,11.75,11,2021-04-08,2021,0.189,17.16
L,BULL,True,507.5,37.2,34,11.25,1.25,10.5,12,2021-04-08,2021,0.189,17.16
L,BEAR,False,1095.0,34.05,63,10.25,1.0,22.25,09,2021-04-09,2021,0.127,16.95
L,BEAR,False,832.5,34.05,47,10.25,0.25,17.0,11,2021-04-09,2021,0.127,16.95
L,BULL,True,582.5,34.05,20,10.25,1.5,12.0,13,2021-04-09,2021,0.127,16.95
S,BULL,False,-480.0,30.9,50,9.25,10.25,-7.0,10,2021-04-12,2021,0.0,16.69
L,BULL,True,370.0,30.9,28,9.25,4.0,7.75,12,2021-04-12,2021,0.0,16.69
S,NEUTRAL,False,-480.0,30.9,17,9.25,10.0,-6.75,13,2021-04-12,2021,0.0,16.69
S,BULL,False,-417.5,26.62,46,8.0,15.25,-9.75,09,2021-04-13,2021,0.03,16.91
S,BULL,False,895.0,25.1,68,7.5,3.0,18.25,09,2021-04-14,2021,0.04,16.65
L,NEUTRAL,False,420.0,25.75,63,7.75,3.0,8.75,09,2021-04-15,2021,0.384,16.99
S,NEUTRAL,False,-405.0,25.75,10,7.75,13.25,-8.25,11,2021-04-15,2021,0.384,16.99
S,NEUTRAL,False,-405.0,25.55,47,7.75,11.0,-0.25,10,2021-04-16,2021,0.316,16.57
S,BULL,False,-55.0,24.77,57,7.5,3.75,-0.75,10,2021-04-19,2021,0.12,16.25
S,BEAR,True,-292.5,24.77,31,7.5,6.25,-5.5,12,2021-04-19,2021,0.12,16.25
S,BEAR,True,-380.0,24.12,4,7.25,11.25,-1.75,11,2021-04-20,2021,0.301,17.29
L,NEUTRAL,False,-380.0,24.12,19,7.25,11.0,-0.25,12,2021-04-20,2021,0.301,17.29
L,BULL,True,470.0,26.4,41,8.0,1.25,9.75,11,2021-04-21,2021,0.045,18.68
L,NEUTRAL,False,-467.5,29.77,16,9.0,49.5,-35.75,10,2021-04-22,2021,0.09,17.5
S,BEAR,True,295.0,29.77,16,9.0,3.25,6.25,13,2021-04-22,2021,0.09,17.5
S,BULL,False,-517.5,33.17,6,10.0,31.0,-11.75,09,2021-04-23,2021,0.076,18.71
S,NEUTRAL,False,270.0,35.2,64,10.5,2.75,5.75,09,2021-04-26,2021,0.215,17.33
L,NEUTRAL,False,307.5,34.62,67,10.5,3.25,6.5,09,2021-04-27,2021,0.11,17.64
L,BEAR,False,-530.0,34.05,42,10.25,11.75,-5.25,09,2021-04-28,2021,0.065,17.56
S,BEAR,True,-517.5,33.05,14,10.0,24.0,-15.0,12,2021-04-29,2021,0.559,17.28
L,BEAR,False,170.0,34.83,59,10.5,10.0,3.75,10,2021-04-30,2021,0.398,17.61
S,BULL,False,-230.0,34.83,16,10.5,5.0,-4.25,13,2021-04-30,2021,0.398,17.61
L,NEUTRAL,False,-542.5,34.85,10,10.5,17.0,-15.25,09,2021-05-03,2021,0.344,18.61
S,BULL,False,-530.0,34.02,65,10.25,17.25,-10.75,09,2021-05-04,2021,0.359,18.31
S,NEUTRAL,False,-530.0,34.02,28,10.25,22.25,-15.75,12,2021-05-04,2021,0.359,18.31
S,NEUTRAL,False,607.5,34.95,21,10.5,2.75,12.5,13,2021-05-05,2021,0.437,19.48
S,BULL,False,-55.0,32.65,66,9.75,5.75,-0.75,09,2021-05-07,2021,0.169,18.39
L,BEAR,False,-480.0,30.82,9,9.25,45.0,-41.5,09,2021-05-10,2021,0.025,16.69
L,BEAR,False,-480.0,30.82,9,9.25,43.75,-40.25,12,2021-05-10,2021,0.025,16.69
L,BEAR,False,1132.5,34.8,65,10.5,6.0,23.0,09,2021-05-11,2021,0.953,19.66
L,BEAR,False,70.0,34.8,19,10.5,8.5,1.75,13,2021-05-11,2021,0.953,19.66
S,BEAR,True,2795.0,38.2,69,11.5,1.5,56.25,09,2021-05-12,2021,0.488,21.84
S,NEUTRAL,False,1395.0,38.2,35,11.5,1.75,28.25,12,2021-05-12,2021,0.488,21.84
S,NEUTRAL,False,-680.0,43.9,33,13.25,18.0,4.5,11,2021-05-13,2021,0.353,27.59
S,BEAR,True,-680.0,43.9,1,13.25,34.5,-12.0,13,2021-05-13,2021,0.353,27.59
L,BULL,True,345.0,44.95,26,13.5,0.25,7.25,13,2021-05-14,2021,0.624,23.13
L,NEUTRAL,False,-730.0,47.1,34,14.25,17.75,5.5,09,2021-05-17,2021,0.335,18.81
S,NEUTRAL,False,1845.0,48.0,63,14.5,1.25,37.25,09,2021-05-18,2021,0.025,19.72
S,BEAR,True,-730.0,47.33,5,14.25,46.5,-40.0,09,2021-05-19,2021,1.03,21.34
L,BULL,True,-730.0,47.33,19,14.25,15.0,14.0,11,2021-05-19,2021,1.03,21.34
L,NEUTRAL,False,745.0,50.45,67,15.25,2.0,15.25,09,2021-05-20,2021,0.274,22.18
S,BULL,False,1145.0,49.85,72,15.0,0.75,23.25,09,2021-05-21,2021,0.361,20.67
S,BEAR,True,57.5,49.85,43,15.0,7.0,1.5,11,2021-05-21,2021,0.361,20.67
L,NEUTRAL,False,-142.5,49.85,26,15.0,9.25,-2.5,13,2021-05-21,2021,0.361,20.67
S,BEAR,True,-155.0,49.98,43,15.0,11.0,-2.75,11,2021-05-24,2021,0.391,20.15
S,BEAR,True,607.5,48.0,65,14.5,1.5,12.5,09,2021-05-25,2021,0.164,18.4
L,NEUTRAL,False,-742.5,48.0,37,14.5,15.75,-10.0,11,2021-05-25,2021,0.164,18.4
S,NEUTRAL,False,-130.0,45.83,64,13.75,7.5,-2.25,09,2021-05-26,2021,0.13,18.84
S,BULL,False,20.0,39.88,66,12.0,1.25,0.75,09,2021-05-27,2021,0.214,17.36
S,BEAR,True,-230.0,39.88,35,12.0,5.25,-4.25,12,2021-05-27,2021,0.214,17.36
S,BEAR,True,-517.5,39.88,16,12.0,11.0,-10.0,13,2021-05-27,2021,0.214,17.36
S,BULL,False,332.5,36.1,56,10.75,4.5,7.0,10,2021-05-28,2021,0.089,16.74
L,BEAR,False,-30.0,31.02,62,9.25,5.25,-0.25,10,2021-06-01,2021,0.747,16.76
L,BULL,True,-467.5,30.23,28,9.0,13.0,-3.5,10,2021-06-02,2021,0.129,17.9
L,BULL,True,-467.5,30.23,13,9.0,14.5,-5.0,11,2021-06-02,2021,0.129,17.9
L,BEAR,False,-242.5,26.35,46,8.0,5.25,-4.5,11,2021-06-03,2021,0.477,17.48
S,BULL,False,-392.5,25.07,42,7.5,13.75,-7.75,09,2021-06-04,2021,0.414,18.04
S,BEAR,True,-367.5,23.55,59,7.0,8.0,-7.25,09,2021-06-07,2021,0.049,16.42
S,BEAR,True,-367.5,23.55,12,7.0,8.5,-7.75,13,2021-06-07,2021,0.049,16.42
L,BEAR,False,-342.5,21.88,12,6.5,16.25,3.75,09,2021-06-08,2021,0.158,16.42
S,BEAR,True,432.5,21.73,38,6.5,1.75,9.0,12,2021-06-09,2021,0.173,17.07
S,BULL,False,407.5,21.73,21,6.5,1.5,8.5,13,2021-06-09,2021,0.173,17.07
L,NEUTRAL,False,532.5,21.68,61,6.5,1.75,11.0,10,2021-06-10,2021,0.213,17.89
L,BEAR,False,882.5,23.35,69,7.0,3.5,18.0,09,2021-06-14,2021,0.02,15.65
L,NEUTRAL,False,-392.5,24.88,15,7.5,10.0,-1.0,09,2021-06-15,2021,0.034,16.39
S,BEAR,True,645.0,23.38,39,7.0,2.0,13.25,11,2021-06-16,2021,0.039,17.02
S,BEAR,True,-367.5,23.38,0,7.0,25.5,-10.75,13,2021-06-16,2021,0.039,17.02
S,NEUTRAL,False,-417.5,26.55,6,8.0,11.75,-2.25,09,2021-06-17,2021,0.089,18.15
L,NEUTRAL,False,-417.5,26.55,10,8.0,23.0,4.75,10,2021-06-17,2021,0.089,18.15
L,BEAR,False,-417.5,26.55,6,8.0,24.0,-20.25,09,2021-06-18,2021,0.743,17.75
L,BULL,True,670.0,27.9,44,8.25,1.75,13.75,11,2021-06-21,2021,0.446,20.7
L,BULL,True,395.0,27.9,19,8.25,1.75,8.25,13,2021-06-21,2021,0.446,20.7
L,NEUTRAL,False,-280.0,32.77,23,9.75,8.25,-5.25,13,2021-06-23,2021,0.015,16.66
L,NEUTRAL,False,170.0,32.55,73,9.75,3.5,3.75,09,2021-06-24,2021,0.41,16.32
L,BULL,True,132.5,32.55,60,9.75,4.25,3.0,10,2021-06-24,2021,0.41,16.32
S,NEUTRAL,False,-230.0,32.55,49,9.75,6.5,-4.25,11,2021-06-24,2021,0.41,16.32
S,NEUTRAL,False,-130.0,32.55,27,9.75,4.5,-2.25,12,2021-06-24,2021,0.41,16.32
L,BULL,True,445.0,30.4,67,9.0,7.0,9.25,09,2021-06-28,2021,0.113,15.62
S,BEAR,True,-467.5,30.4,35,9.0,12.25,-10.75,11,2021-06-28,2021,0.113,15.62
S,NEUTRAL,False,120.0,29.77,70,9.0,3.0,2.75,09,2021-06-29,2021,0.073,15.76
L,BULL,True,432.5,25.7,70,7.75,5.0,9.0,09,2021-07-01,2021,0.044,15.83
L,BULL,True,382.5,25.7,63,7.75,6.0,8.0,09,2021-07-01,2021,0.044,15.83
S,NEUTRAL,False,-380.0,23.85,20,7.25,22.75,-15.75,09,2021-07-02,2021,0.277,15.48
S,BULL,False,195.0,23.02,17,7.0,0.25,4.25,10,2021-07-05,2021,0.063,
L,NEUTRAL,False,1070.0,18.12,42,5.5,1.0,21.75,11,2021-07-06,2021,0.039,15.07
L,BEAR,False,282.5,18.2,38,5.5,2.25,6.0,12,2021-07-07,2021,0.232,16.44
S,NEUTRAL,False,-317.5,19.93,11,6.0,30.0,-16.0,09,2021-07-08,2021,1.105,16.2
S,BEAR,True,-317.5,19.93,0,6.0,35.0,-21.0,09,2021-07-08,2021,1.105,16.2
L,NEUTRAL,False,657.5,23.23,63,7.0,0.25,13.5,09,2021-07-09,2021,0.433,19.0
S,BULL,False,745.0,25.88,69,7.75,7.5,15.25,09,2021-07-13,2021,0.173,16.17
S,BEAR,True,357.5,25.88,20,7.75,1.0,7.5,13,2021-07-13,2021,0.173,16.17
S,BEAR,True,95.0,27.0,41,8.0,5.75,2.25,11,2021-07-14,2021,0.351,17.12
L,BEAR,False,-442.5,28.35,2,8.5,23.25,-7.75,09,2021-07-15,2021,0.288,16.33
L,BEAR,False,-455.0,29.3,36,8.75,26.25,-25.75,10,2021-07-16,2021,0.333,17.01
L,BEAR,False,-492.5,31.65,26,9.5,15.75,14.75,09,2021-07-19,2021,0.932,18.45
S,BEAR,True,-492.5,31.65,5,9.5,31.0,-27.75,12,2021-07-19,2021,0.932,18.45
S,BULL,False,-555.0,35.92,6,10.75,32.75,-23.25,09,2021-07-20,2021,0.133,22.5
L,NEUTRAL,False,-80.0,35.92,15,10.75,6.5,-1.25,13,2021-07-20,2021,0.133,22.5
S,BULL,False,-605.0,39.5,66,11.75,13.75,-12.5,09,2021-07-21,2021,0.165,19.73
L,BEAR,False,670.0,38.98,70,11.75,7.75,13.75,09,2021-07-22,2021,0.01,17.91
L,BEAR,False,520.0,38.98,58,11.75,10.75,10.75,10,2021-07-22,2021,0.01,17.91
L,BULL,True,432.5,38.98,33,11.75,0.25,9.0,12,2021-07-22,2021,0.01,17.91
L,BULL,True,295.0,36.9,45,11.0,0.75,6.25,11,2021-07-23,2021,0.322,17.69
L,BULL,True,-55.0,36.9,21,11.0,5.25,-0.75,13,2021-07-23,2021,0.322,17.69
S,NEUTRAL,False,-392.5,36.9,26,11.0,7.75,-7.5,13,2021-07-26,2021,0.057,17.2
S,BULL,False,520.0,36.38,73,11.0,0.25,10.75,09,2021-07-27,2021,0.238,17.58
S,NEUTRAL,False,95.0,36.38,65,11.0,7.5,2.25,09,2021-07-27,2021,0.238,17.58
S,BEAR,True,-567.5,36.38,23,11.0,19.75,-10.0,12,2021-07-27,2021,0.238,17.58
S,NEUTRAL,False,-580.0,37.8,41,11.25,11.25,5.5,09,2021-07-29,2021,0.215,18.31
S,NEUTRAL,False,-105.0,36.98,64,11.0,3.5,-1.75,09,2021-07-30,2021,0.415,17.7
L,BULL,True,107.5,36.98,35,11.0,10.0,2.5,12,2021-07-30,2021,0.415,17.7
S,BEAR,True,1132.5,34.1,74,10.25,5.75,23.0,09,2021-08-02,2021,0.253,18.24
S,BEAR,True,545.0,34.1,36,10.25,2.0,11.25,12,2021-08-02,2021,0.253,18.24
L,NEUTRAL,False,1507.5,32.98,66,10.0,4.5,30.5,09,2021-08-03,2021,0.096,19.46
L,NEUTRAL,False,232.5,32.98,31,10.0,1.5,5.0,12,2021-08-03,2021,0.096,19.46
